0 -1 0
0 -1 0
0 -1 0
0 -1 0
0 -1 0
0 -1 0
0 -1 0
0 -1 0
0 -1 -1
0 -1 0
0 -1 0
0 -1 0
0 -1 -1
0 -1 0
0 -1 1
0 -1 0
1 0 0
1 0 0
1 0 0
1 0 0
1 0 -2
1 0 -2
1 0 -2
1 0 0
1 0 2
1 0 1
1 0 1
1 0 0
1 0 0
1 0 0
1 0 -2
1 0 0
2 0 -1
2 0 0
2 0 0
2 0 0
2 0 1
2 0 0
2 0 -2
2 0 -2
2 0 -3
2 0 -2
2 0 -1
2 0 0
2 0 1
2 0 1
2 0 2
2 0 0
3 0 -2
3 0 -2
3 0 -2
3 0 0
3 0 -1
3 0 1
3 0 4
3 0 8
3 0 10
3 0 3
3 0 -11
3 0 -33
3 0 -46
3 0 -39
3 0 -13
3 0 38
4 0 69
4 0 73
4 0 51
4 0 0
4 0 -31
4 0 -38
4 0 -24
4 0 -2
4 0 0
4 0 -22
4 0 -54
4 0 -74
4 0 -51
4 0 0
4 0 56
4 0 90
5 0 81
5 0 39
5 0 0
5 0 -11
5 0 11
5 0 40
5 0 43
5 0 0
5 0 -96
5 0 -153
5 0 -156
5 0 -96
5 0 0
5 0 106
5 0 122
5 0 81
6 0 25
6 0 0
6 0 38
6 0 104
6 0 146
6 0 77
6 0 -47
6 0 -185
6 0 -270
6 0 -225
6 0 -96
6 0 41
6 0 119
6 0 105
6 0 31
6 0 -15
7 0 22
7 0 136
7 0 261
7 0 265
7 0 139
7 0 -77
7 0 -332
7 0 -382
7 0 -287
7 0 -110
7 0 80
7 0 98
7 0 18
7 0 -71
7 0 -37
7 0 108
8 0 305
8 0 431
8 0 392
8 0 94
8 0 -182
8 0 -359
8 0 -361
8 0 -187
8 0 -30
8 0 7
8 0 -97
8 0 -245
8 0 -264
8 0 -94
8 0 212
8 0 552
9 0 593
9 0 403
9 0 96
9 0 -146
9 0 -213
9 0 -55
9 0 97
9 0 65
9 0 -297
9 0 -658
9 0 -841
9 0 -677
9 0 0
9 0 549
9 0 838
9 0 740
10 0 300
10 0 0
10 0 30
10 0 376
10 0 761
10 0 631
10 0 0
10 0 -975
10 0 -1819
10 0 -1933
10 0 -1171
10 0 0
10 0 983
10 0 1385
10 0 867
10 0 201
11 0 0
11 0 705
11 0 1692
11 0 2252
11 0 1723
11 0 -716
11 0 -2898
11 0 -4274
11 0 -4084
11 0 -2365
11 0 753
11 0 2280
11 0 2321
11 0 1207
11 0 29
11 0 249
12 0 1912
12 0 4052
12 0 4569
12 0 2571
12 0 -1510
12 0 -5987
12 0 -8855
12 0 -7357
12 0 -3221
12 0 1468
12 0 4373
12 0 4406
12 0 1867
12 0 -94
12 0 581
12 0 4873
13 0 8758
13 0 9598
13 0 5390
13 0 -6214
13 0 -14841
13 0 -18792
13 0 -15759
13 0 -3556
13 0 6323
13 0 11475
13 0 10042
13 0 4369
13 0 -101
13 0 2748
13 0 12167
13 0 22727
14 0 22127
14 0 7830
14 0 -18767
